orig	translated
season . These gave , invariably , what is known as a fine performance . As you stood in the lobby between the acts , smoking your cigarette , you said , “ She 's giving a fine performance . ” “ A fine performance ! ” Magnolia echoed one evening , rather irritably , after she and Kim had returned from the opening of a play in which one of Kim 's friends was featured . “ But she does n't act . Everything she did and everything she said was right . And I was as carried out of myself as though I were listening to a clock strike . When I go to the theatre I want to care . In the old days maybe they did n't know so much about tempo and rhythm , but in the audience strong men wept and women fainted — — ” “ Now listen , Nola darling . One of your old - day gals would last about four seconds on Broadway . I 've heard about Clara Morris and Mrs. Siddons , and Modjeska , and Bernhardt all my life . If the sentimental old dears were to come back in an all - star revival to - day the intelligent modern theatre - going audience would walk out on them . ” The new - school actresses went in for the smarter teas , eschewed cocktails , visited the art exhibits , had their portraits painted in the new manner , never were seen at night clubs , were glimpsed coming out of Scribner 's with a thick volume of modern biography , used practically no make - up when in mufti , kept their names out of the New York telephone directory , wore flat - heeled shoes and woollen stockings while walking briskly in Central Park , went to Symphony Concerts ; were , in short , figures as glamorous and romantic as a pint of milk . Everything they did on the stage was right . Intelligent , well thought out , and right . Watching them , you knew it was right — tempo , tone , mood , character . Right . As right as an engineering blueprint . Your pulses , as you sat in the theatre , were normal . Usually , their third season , you saw them unwisely lunching too often at the Algonquin Round Table and wise - cracking with the critics there . The fourth they took a bit in that new English comedy just until O'Neill should have finished the play he was doing for them . The fifth they married that little Whatshisname . The sixth they said , mysteriously , that they were Writing . Kim kept away from the Algonquin , did not attend first nights with Woollcott or Broun , had a full - page Steichen picture in _ Vanity Fair _ , and married Kenneth Cameron . She went out	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
altars with seven veils before them , and thru these the Chief Magistrian would appear , clad in a long cream - colored robe with gold and purple borders , and with pink embroidered slippers and symbolic head - dress . His lectures and religious rites had been attended by hundreds -- many of them rich society women , who came rolling up to the temple in their limousines . Also there had been a school , where children had been initiated into the mystic rites of the cult . The prophet would take these children into his private apartments , and there were awful rumors -- which had ended in the raiding of the temple by the police , and the flight of the prophet , and likewise of the majordomo , and of Peter Gudge , his scullion and confederate . Also , Peter thought it was fun to tell Gerald Leslie about his adventures with the Holy Rollers , into whose church he had drifted during his search for a job . Peter had taken up with this sect , and learned the art of “ talking in tongues , ” and how to fall over the back of your chair in convulsions of celestial glory . Peter had gained the confidence of the Rev. Gamaliel Lunk , and had been secretly employed by him to carry on a propaganda among the congregation to obtain a raise in salary for the underpaid convulsionist . But certain things which Peter had learned had caused him to go over to the faction of Shoemaker Smithers , who was trying to persuade the congregation that he could roll harder and faster than the Rev. Gamaliel . Peter had only held this latter job a few days before he had been fired for stealing the fried doughnut . Section 10 All these things and more Peter told ; thinking that he was safe now , under the protection of authority . But after he had spent about two months in the hospital , he was summoned one day into the office , and there stood Guffey , glowering at him in a black fury . “ You damned fool ! ” were Guffey 's first words . Peter 's knees went weak and his teeth began to chatter again . “ Wh - wh - what ? ” he cried . “ Did n't I tell you to hold your mouth ? ” And Guffey looked as if he were going to twist Peter 's wrist again . “ Mr. Guffey , I ai n't told a soul ! I ai n't said one word about the Goober case , not one word ! ” Peter rushed on , pouring out protests . But Guffey cut him short . “ Shut up , you nut ! Maybe you did n't talk about the Goober case , but you talked about yourself . Did n't you tell somebody you 'd worked with	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
at the older woman 's gown convulsively . “ Mother , will you tell him ? Will you tell him ? ” she broke out suddenly . “ I could n't , I could n't , not when he was kneeling there more like a young lad than a man . ” Nan stopped rocking and faced the pleading , frantic little girl before her . “ You did not tell him ? ” she said slowly . Anny shook her head . “ Nay , I could not tell him -- I love him so , ” she said . “ I got up and ran away to bed , leaving him there , his head on the seat I had left , and , oh , Nan ! all night long I dreamed I could still hear him breathing heavily like that and calling ‘ Anny , Anny , Anny . ' Oh , Nan ! tell him for me , tell him for me ! I could not stay in the Ship and he there not knowing . Both our hearts would break . ” Nan looked at her curiously . “ I will tell him , ” she said . A sigh of relief broke from Anny 's lips and Nan went on : “ I did not know you had wedded with the Spaniard , lass ; why did you so ? You must have been mad ; what will ye do now ? ” Anny looked at her in astonishment . “ I had no choice , ” she said . “ Pet---- ” A light of understanding swept over Nan 's expressive face and she sprang to her feet . “ Miserable hell - cat that I am , ” she exclaimed , her great voice shaking with fury , “ to be turned aside by Pet 's damned witchcraft , and sent home without having done aught . Oh , why did ye do it , lass , why did ye do it ? ” Anny shrugged her shoulders . “ ‘ Tis nothing , Mother , nothing , ” she said wearily . “ I shall not be known as his wife . There will be no difference , save that I can not we d with Hal . ” Once again her voice broke on the name . Nan stared at the girl incredulously . “ Did he say so ? ” she gasped . Anny shrugged again . “ Nay , not in words , ” she said carelessly , “ but he said , ‘ Go back to the Ship and I will come , ' so you see nothing will change . ” The elder woman seized the girl by the shoulders . “ You 're mad , Anny , ” she said fiercely . “ Do n't you see he 'll take you away ? When the Spaniard comes to the Ship , he comes for	” “ Nay , ” he shook his head . “ Nay , ” he cried . “ Nay , ” he said . “ Nay , ” he shook his head . “ Nay , ” he said . “ Nay , ” he shook his head . “ Nay , ” he said . “ Nay , ” he shook his head .
it is against me the public launches its accusations . Yes , the game is up , my fate is sealed ; no stone will be left unturned to hunt me down and arrest me . ” Fandor 's reflections might have lasted longer yet perhaps , he might perhaps have thought out a plan of escape , for he felt convinced the bloodhounds of the Prefecture of Police would find little difficulty in tracking him down to Père Moche 's , if he had not of a sudden had the impression of footsteps , stealthy footsteps , at his side . Springing instantly to his feet , the young man challenged : “ Who goes there ? ” but there was no answer , the garret was absolutely silent . “ Yet surely I was not dreaming ? ” he muttered . Holding his breath , motionless as a statue , the journalist waited with ears astrain . But no , he must have been mistaken ; there was not a thing to attract his attention . “ I 'm getting nervous , ” he muttered ; “ true , I 've good reason to be just now . ” He made a tour of inspection , but found nothing that seemed suspicious . This done , he returned and knelt down again in front of _ La Capitale _ , where the paper lay open on the floor . He was on the point of resuming reading when he had the same unaccountable impression again . This time it was certain , definite , unmistakable . He had felt a current of air pass like a breath over his face . It was no hallucination , for the journal he was reading had half lifted from the ground , the unshaded flame of the lamp had flickered . Once more he started up , again he made the tour of his cockloft . “ Nothing there ! ” he muttered , “ nothing at all ! ” But as he was returning slowly , hesitatingly , to the middle of the room , with pursed lips and frowning brow , suddenly , with a sharp pop , his lamp went out , while whirling before a powerful draught , _ La Capitale _ fluttered across the floor . It was stupefying ! Instinctively , in the pale moonlight , Fandor stepped across the garret , meaning to set his back against the wall , in case of further eventualities . But he had not taken three steps before a choking cry escaped him . Thrown with horrid violence , a lasso had wound itself about his throat ! He was dragged to the ground , his limbs paralysed , half strangled , half dead ! Then , with horror unspeakable , he looked and saw ... The window of the attic , a dormer window , had been opened noiselessly . Clinging to the crossbar of the casement	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
", and in a very few seconds one of its arteries had been opened and connected to the dead dog 's main artery . In less than a minute the dog 's body was full of fresh warm blood and immediately efforts were made to bring the dog back to life . Oxygen was freely administered and the heart was artificially pulsated by means of an electrical vibratory apparatus . At the same time one of the assistants had trained a vacuum tube on the dog 's head and its cathode shot the powerful F-9 - Rays into the animal 's brain . No sooner had these rays , which are among the most powerful brain stimulants , been trained on the dog than he began to show weak signs of life . One of the hind legs was drawn up with a jerk as if in a fit . Then came a faint heave of the chest , followed by a weak attempt to breathe . A few minutes later the body seemed to contract and a shiver ran through it from head to tail . A deep respiration followed , and the animal opened its eyes as if awakening from a long sleep . In a few minutes more the dog was lying on its paws and licking up milk when Ralph turned to the group and said : """""""" Gentlemen , the experiment is concluded and I believe the condition of the animal at this moment establishes sufficient proof of my theory . """""""" As the reporters eagerly dashed from the laboratory to get to the nearest Telephot in order to communicate the news to the waiting world the scientists gathered around Ralph and one of them , a white haired old man considered to be the dean of the """""""" Plus """""""" men , voiced the sentiment of the entire group . """""""" Ralph , this is one of the greatest gifts that science has brought to humanity . For what you have done with a dog , you can do with a human being . I only regret for myself that you had not lived and conducted this experiment when I was a young man , that I might have , from time to time , lived in suspended animation from century to century , and from generation to generation as it will now be possible for human beings to do . """""""" The vista opened up by the results of this experiment in the minds of the other scientists had dazed them and it was with the most perfunctory good - byes that they left the scene of the experiment , enveloped with their thoughts of the future . Tired and exhausted by the nervous strain of the afternoon Ralph , a few minutes later , lay down on his bed for a few hours ' rest . But as he closed his eyes there came to him a vivid picture of a pair"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" , """""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""""" """""""""" """""""""" """""""""" """""""""" """""""" """""""" """""""" """""""" """""" """""" """""" """""""" """""" """""""" """""""" """""" """""""" """""""" """""""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""" """""""""""""" """""""""" """""""""""""" """""""""" """""""""""""" """""""""" """""""""""" """""""""""" """""""""""""" """""""""" """""""""""" """""""""" """""""""" """""""""""" """""""""""" """""""""" """""""""" """""""""" """""""""""""""" """""""""""" """""""""
"more heat you supply to plant growth , the quicker it will grow . Cold and chilly winds retard plant growth . Electricity and certain chemicals increase the ratio of growth , a fact that has been known for many centuries . It is , however , the scientific application of this knowledge that makes it possible to raise five crops a year . The European farms use only the heat of the sun to stimulate plant growth , but during the night , when the temperature drops , growth is practically nil . """""""" Notice that the top and sides of our hothouses have two walls . In other words , one hothouse is built within another . The air locked between the two hothouses is an excellent heat insulator and even though the sun is low at 4 o'clock , the temperature is practically unchanged in the hothouse , at 8 or 9 o'clock in the evening . Even in the winter , when the sun sets about 4 o'clock and it is cold , we are able to store up enough heat during the day to keep a high temperature as late as 7 and 8 o'clock . If we did nothing between the hours of 8 in the evening and 8 in the morning , the temperature would continue to fall to a point where no plant growth would be possible . """""""" Here in America we had to have a greater production to supply our huge population . It was a pure case of necessity . So we had to employ artificial heating during the night . """""""" If we start sinking a shaft into the earth , the heat increases rapidly as we go down -- more quickly in some parts of the world than others . On an average , the temperature rises about one degree Fahrenheit each 100 feet of depth . We found it economic , therefore , to use the earth 's own heat to heat our farms . """""""" By means of high speed drills , we can cut a three - foot shaft 3,000 feet deep in the earth in less than a month . We go down until we strike a temperature around 100 to 120 degrees Fahrenheit . Then we lower steel tanks into the cavity and run pipes up to the surface . The tanks are filled with water and two larger pipes run from each tank into the circulating system of pipes , around the lower walls throughout the length and breadth of the farms . The shafts are then closed at the top and we have a circulating system that is both cheap and efficient . The hot water continually rises into the pipes and circulates . As it cools , it flows down again into the tanks , where it is reheated and rises again . Thus the temperature of our farms is uniform all the year around and plant growth is"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""" """""" """""" """""" """""" """""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""" """""" """" """""" """""" """""" """""" """""" """""" """""" """""" """""" """" """""" """""" """" """""" """" """""" """" """" """""" """" """""" """" """" """" """" """" """" """" """" """""" """" """""" """" """""" """" """""" """" """""" """" """""" """""" """" """" """""" """""" """""" """""" """" """""" """""" """""" """""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""" """""""""" """""""" """""""""" """""""" """""""" """""""""" """""""" """""""""""" """""""""" """""""" """""""""" """""""" """""""""" """""""" """""""" """""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""" """""""" """""""" """""""" """""" """""""" """""""""
up into the gallery and lost himself in the crowd . He saw a great many “ bulls ” whom he knew scattered thru the audience , and also he saw the Chief of Police and the head of the city 's detective bureau . When Herbert Ashton was half way thru his tirade , the Chief strode up to the platform and ordered him under arrest , and a score of policemen put themselves between the prisoner and the howling audience . Altogether they arrested seven people ; and next morning , when they saw how much enthusiasm their action had awakened in the newspapers , they decided to go farther yet . A dozen of Guffey 's men , with another dozen from the District Attorney 's office , raided the office of Ashton 's paper , the “ Clarion , ” kicked the editorial staff downstairs or threw them out of the windows , and proceeded to smash the typewriters and the printing presses , and to carry off the subscription lists and burn a ton or two of “ literature ” in the back yard . Also they raided the headquarters of the “ Bolshevik local , ” and placed the seven members of the executive committee under arrest , and the judge fixed the bail of each of them at twenty - five thousand dollars , and every day for a week or two the American City “ Times ” would send a man around to Guffey 's office , and Guffey would furnish him with a mass of material which Peter had prepared , showing that the Socialist program was one of terrorism and murder . Almost every day now Peter rendered some such service to his country . He discovered where the I. W. W. had hidden a printing press with which they were getting out circulars and leaflets , and this place was raided , and the press confiscated , and half a dozen more agitators thrown into jail . These men declared a hunger strike , and tried to starve themselves to death as a protest against the beatings they got ; and then some hysterical women met in the home of Ada Ruth , and drew up a circular of protest , and Peter kept track of the mailing of this circular , and all the copies were confiscated in the post - office , and so one more conspiracy was foiled . They now had several men at work in the post - office , secretly opening the mail of the agitators ; and every now and then they would issue an order forbidding mail to be delivered to persons whose ideas were not sound . Also the post - office department cancelled the second class mailing privileges of the “ Clarion , ” and later it barred the paper from the mails entirely . A couple of “ comrades ” with automobiles then took up the work of	” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” , ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” 
which was fresh - coloured , looked wholesome , hearty and healthy ; but at a second glance Sard felt that there was something wanting . There was a greyish puffiness under the eyes , and something unnatural , or at least unusual , about the eyes themselves . The man 's face was unusual , the man was unusual , he was an odd - looking man , with enormous bodily strength to make his oddness felt . Sard , who had not seen any such Englishman before , realised that a man so odd would choose a way of life followed by few Englishmen . Father Garsinton wore new blacks ; he was smart , for a priest from a mining camp ; his cloth smelt new ; his voice , as he thanked Captain Cary , was soft and gracious , but his eye was sidelong as he spoke , taking stock of Sard . “ Mr. Harker , ” Captain Cary said , “ will you be away , then to make those enquiries , and then follow us on board ? ” “ Yes , sir . ” “ If you should hear of those people , do n't let them entangle you into delaying . There 's a norther coming and I can not wait for you . I would not like you to lose your passage . ” “ I 'll not lose my passage , sir . ” “ I see the tug 's down the quay there , with steam up . Now , Mr. Garsinton , have you any gear to go aboard ? ” “ Yes , Captain Cary , a small trunk and that packing - case . ” “ That packing - case ? That sort of deckhouse by the bollard ? It looks like a pantechnicon van . What is in it ? ” “ Two sets of Las Palomas crockery for my sister , with the necessary packing . ” “ You 'll have to pay me freight on it . It will take a yard - tackle to get it over the side . Now we must get a boatman and a couple of Carib boys to get it aboard for us . ” Sard in his caleche was by this time turning about to go to the hotel . He paid particular attention to the packing - case , which shone there in new white wood beside the bollard . He thought that it looked big for two sets of crockery , but supposed that the stuff was dunnaged against the sea . He drove to the hotel . At the hotel , the woman in charge remembered the name of Kingsborough . “ Yes , ” she said , “ a lady and her brother , rather more than three weeks ago ; they were here for two nights , on the first floor , in Rooms B and D. Let me	” Sard smelt a smoky smell , a smoky smell , a smoky smell , a smoky smell , a smoky smell , a smoky smell .
"along the seaboard became the main stock route between Port Southern and Rane , a newly - founded settlement at the further eastern end of the coast , a township of curious mushroom growth , cropped up about the Wirree Ford and McNab 's shanty . It was a collection of huts , wattle and dab , whitewashed , for the most part ; but some of them were of sun - baked sods , plastered together , or of the stones which were scattered over the plains or filled the creek beds . McNab 's weatherboard shanty , with its sign - board of a black bull , with red - rimmed eyes on a white ground , was by far the most pretentious . The history of these dwellers about McNab 's was a matter of suspicion . They arrived from nowhere , out of the night , silently , and it was surmised , crept up the river in the cockle - shell boats which had brought them over the Straits and were sunk in the slowly - moving river when they had served their purpose . The fertile flats , stretching to the edge of the mountains , had been taken up before McNab got his holding on an arm of the Wirree . He set about acquiring the selvedge of the plains which was cut off from the finer , more arable land by a scrubby line of densely growing ti - tree . Most of the Wirree Ford men ran cattle on these strips of coarse - grassed land , thrashed by the sea breezes . But they were no sticklers for the niceties of boundaries and property laws . They drove their first , wild - eyed , scraggy herds whither they listed , a cursing , blasphemous crew , none dared gainsay them . It was reckoned better to have the good - will than the enmity of the Wirree river men . The body of a settler who had threatened """""""" to have the law of them """""""" for grazing their beasts on his land was , a few days afterwards , found in the river , drifting with the tide out to sea . Some of the Wirree men made a living as fishermen . Others maintained themselves by a desultory farming . They ploughed the grey land of the seaboard with wooden hand - ploughs . But many of them thrived on what they could make out of the stockmen and drovers who passed through the township on their way to Rane or to the Port . McNab was powerful enough even in those days , and many and ingenious were the stories he invented to account for the presence of men who came to the Wirree Ford unexpectedly . As the settlement grew , it did justice to the rumoured accounts of its origin . McNab 's was the meeting place of stockmen , drovers and teamsters on"	Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree , Wirree McNab , McNab , e , McNab , McNab , McNab , McNab , McNab , McNab , McNab , McNab , Wirree .
"like you said , there he was lying on -- on -- your bed , like a Human , and -- and-- """""""" """""""" And what ? """""""" I demanded . """""""" And he was wearing your pyjamas , sir , """""""" she sobbed . """""""" It's -- it's-- """""""" """""""" Uncanny , """""""" Germaine supplied the word . I gave a hollow laugh . """""""" He probably remembers that he is n't allowed to lie on the beds , Mary , and may have dragged my pyjamas up there to lie on . Whenever I let him up on the furniture I always make him lie on some of my clothes . """""""" """""""" Oh , """""""" Myrtle said , suddenly calm . """""""" Is that it ? It was just that it looked sort of queer to see his legs in the pyjama trousers . """""""" """""""" Well , do n't worry about it now , Myrtle , """""""" my wife remarked firmly . """""""" I 'm not surprised it gave you a shock . He 's such a big dog . I 'll go in and see that he 's comfortable . Come on , Winnie ! Let 's take a look at him . What 's the matter ? """""""" she added , noticing a certain reluctance in my attitude . """""""" Nothing much , """""""" I martyrized . """""""" It 's only that he flew for my throat when he got inside the door . """""""" """""""" Nonsense ! """""""" she replied in the firm tone of a woman who knows better and who , in any case , expects her husband not to be afraid of a mere infuriated Great Dane . """""""" You know Ponto always puts his paws on your shoulders and licks your face every morning , as you taught him . """""""" My rollicking laughter was a work of art . """""""" Of course , that was it , """""""" I agreed , """""""" and he 'd been away from us so long that he was over - eager . Come on , let 's see if we ca n't make the poor beast comfortable . """""""" But I let her lead the way . The poor beast was lying panting on my still unmade bed . The flowered Chinese silk pyjamas which I had worn at breakfast were indeed strangely twisted around its gaunt body . The coat was across the animal 's shoulders and both of its hind - legs were sticking through one of the trouser - legs . """""""" There ! Ponto ! Poor old fellow ! """""""" cooed Jimmie in a voice which would have charmed snails from their shells . Ponto gave a self - pitying whine and his tail thumped the pillow like an overseer 's whip across the back of Uncle Tom . My wife patted the animal 's head and Ponto positively drooled at her . She gently disentangled him from"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""""" """""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""" """""""" """""" """""""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""" """""""""" """""""" """""""" """""""" """""""" """""""""" """""""" """""""" """""""" """""""" """""""" """""""""""" """""""""" """""""" """""""""" """""""""" """""""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""""
", and he led her down the stairs , and past the laboratory . She shrank back as she saw Fernand 's bound and motionless form . """""""" Is he -- dead ? """""""" she whispered . """""""" No , """""""" said Llysanorh ' , leading her to the connecting tube . He helped her through with gentle hands , and in a moment she found herself in the other flyer . Taking her hand again in his , Llysanorh ' led her to a luxuriously furnished room . """""""" Stay here until I come back , """""""" he said . """""""" I wo n't be long . """""""" He turned to go but she , catching his sleeve , detained him . """""""" Are you going to -- to kill him ? """""""" she asked . """""""" Perhaps . I have n't decided yet , """""""" he replied , unsmiling . And then , gripping her shoulders with startlingly sudden emotion , """""""" Has he harmed you ? """""""" """""""" No , no , """""""" she said , frightened , """""""" he just tried to terrify me , that was all . """""""" He released her , and strode to the door . """""""" I wo n't kill him , """""""" he said , and for the first time he smiled , but in that smile there was no mirth . """""""" I shall let him live , that he may pray for the death I have denied him . """""""" And he was gone . Presently Alice heard him disconnecting the two machines , and a moment later she knew that Llysanorh 's flyer was moving . A half hour passed and still she was left alone . Beyond the vibration of the machinery there was no sound to indicate that she was not absolutely alone on the flyer . Feeling a little panicky she finally left the room and made her way through a corridor . Several doors that she opened led into rooms even more luxurious and splendid than the one she had left . So this was the space flyer owned by the Martian of which there had been so much gossip . Stories she had heard before of its spaciousness and magnificence came back to her . It was like the palace of the Beast in the ancient fairy story , where Beauty had wandered for hours through room after room filled with new marvels . Alice smiled whimsically at the thought . She was """""""" Beauty , """""""" she reflected , and Llysanorh'--yes , he made a very good """""""" Beast . """""""" Her buoyant spirits were rapidly recovering from the strain of her imprisonment . Finally , she tried one more door , and entered a wonderful laboratory fully equipped . And at the farther end , seated before a low table sat the Martian , his head resting on his folded arms . His whole attitude suggested hopeless desolation . He"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" , """""""" """""""""" """""""""""" """""""""" """""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""""" """""""""" """""""""""" """""""""" """""""" """""""" """""""" """""""" """""" """""""" """""" """""" """""" """""" """""""" """""""" """""" """""""" """""" """""""" """""""" """""" """""""" """""" """""""" """""""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""" """""""" """""""""" """""""""" """""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""""" """""""""" """""""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""" """""""""""" """""""""""" """""""""" """""""""""""
Broadway for an hour , dropped in at the Rienza for a bite of food , and then went to call for Miss Ballau at the theater . ” Q. “ What time was that ? ” It would be necessary to lie here . But he must be careful and evasive wherever possible . A. “ It was twenty minutes after ten . ” Q. “ Did you see Miss Ballau ? ” A. “ No , she had just left . ” Q. “ Did you ask any questions of anyone ? ” Ah , they had Cort up their sleeve . They would produce him next and confound him with the man 's testimony . De Medici 's eyes glanced slowly around the room as if in quest of a memory . Cort was not to be seen . A. “ I do n't remember to whom I spoke . I recall asking someone where Miss Ballau was and they told me she had left . ” Q. “ Did you think it strange that Miss Ballau should leave the theater in the middle of the show ? ” Ah , now they were closing in . His eyes rested intently upon the reddish face of Lieutenant Norton . The man was watching him , as he had watched him that night in the apartment . A. “ Yes , I thought it odd . But I knew Miss Ballau was under mental stress . ” Q. “ What sort of mental stress ? ” A. “ She had been distracted in the morning when we rode in a cab together and I asked her to marry me . She had told me about her father . She was worried over him and she had complained of a headache . ” Simple lies , establishing nothing . De Medici glanced at his hands . Would they ask him about the blood on his fingers ? Q. “ Do you think that Mr. Ballau committed suicide , from what you saw that night ? ” A. “ No . ” Q. “ Then it is your opinion that Mr. Ballau was murdered ? ” A. “ Yes . ” De Medici waited while the coroner made notes with a pencil . Curious that he should make notes at that moment . And why had they asked him for his opinion ? They had asked none of the others . Norton again . Yes , it was Norton . The coroner with his pompous words and heavy manner was a blind . It was the reddish - faced man beside him who was operating the web ... spinning it out carefully and invisibly . Well , he would cross weapons with the man . “ I must find out what the fellow is , ” mused De Medici behind the attentive poise of his face . Q. “ Have you any idea from your observations , Mr. De Medici	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
, and is about to be tried a third time , and our District - Attorney is quoted as saying that he will be tried half a dozen times if necessary . At the last trial there were produced a total of twenty - five witnesses against Flowers , and out of these nineteen were either Peter Gudges and McGivneys , or else police detectives , or else employees of the local political machine . A deputy United States attorney , talking to me about the case , told me that he had refused to prosecute it because he realized that the “ Paul letter , ” upon which the arrest had been based , was a frame - up , and that he was quite sure he knew who had written it . He also told me that there had been formed in Los Angeles a secret committee of fifty of the most active rich men of the town ; that he could not find out what they were doing , but they came to his offices and demanded the secret records of the government ; and that when he refused to prosecute Flowers they had influence enough to have the governor of California telegraph to Washington in protest . Questioned on the witness stand , I repeated these statements , and the deputy United States attorney was called to the stand and attributed them to my “ literary imagination . ” In the old Russian and Austrian empires the technique of trapping agitators was well developed , and the use of spies and “ under cover ” men for the purpose of luring the Reds into crime was completely worked out . We have no English equivalent for the phrase “ agent provocateur , ” but in the last four years we have put thousands of them at work in America . In the case against Flowers three witnesses were produced who had been active among the I. W. Ws . , trying to incite crime , and were being paid to give testimony for the state . One of these men admitted that he had himself burned some forty barns , and was now receiving three hundred dollars a month and expenses . At the trial of William Bross Lloyd in Chicago , charged with membership in the Communist party , a similar witness was produced . Santeri Nourteva , of , the Soviet Bureau in New York , has charged that Louis C. Fraina , editor of the “ Revolutionary Age , ” was a government agent , and Fraina wrote into the platform of the Communist party the planks which were used in prosecuting and deporting its members . On December 27 , 1919 , the chief of the Bureau of Investigation of the Department of Justice in Washington sent to the head of his local bureau in Boston a telegram containing the following sentences : “ You should arrange with your under cover informants	” , he said , ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” , ” ” ” , ” ” , ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ”
