orig	translated
at first he thought that Peter was joking , but when he saw that the fellow was really in earnest , he guffawed in his face . “ You boob ! ” he said . “ Did n't you ever hear of the American Revolution ? Do n't you know anything about the Fourth of July ? ” Just then the telephone rang and interrupted them , and McGivney shoved the letter to him saying , “ Ask your wife about it ! ” So when Gladys came in , Peter gave her the letter , and she was much	Peter sah es zuerst, als er joking über Gladys ging , als er im Juli den Brief von McGivney hörte , und er guffawed , als er sah, dass er es n't so ernst gemeint hatte. ” So rang er ins Telefon , und er rief ihn an , dass er es n't , ” , “ Do n't , ” he said , “ Do n't , ”
and Sydney showed him the letter , and Jonas told him that these were labor papers , and the editors would no doubt be interested to know of the feelings of American soldiers since the war . Sydney sat down to write a letter , and Jonas stood by his side and told him what to write : “ To my erstwhile enemies in arms I send fraternal greetings , and welcome you as brothers in the new co - operative commonwealth which is to be”--and so on , the usual Internationalist patter , which all these agitators were spouting	, er saß auf der Seite von Sydney und erzählte ihm, daß er es wünschte, daß er in den Dienst der amerikanischen Commonwealth käme , und daß er es wünschte, daß er es wünschte, daß er es wünschte, daß er es wünste
in mind that honesty is the best policy . So he will steadily progress ; he will meet the big men of the country , and will go to them , not cringing and twisting his hat in his hands , but with quiet self - possession . He will meet the agents of the Attorney - General aspiring to become President , and will furnish them with material for their weekly Red scares . He will meet legislators who want to unseat elected Socialists , and governors who wish to jail the leaders of “ outlaw ” strikes .	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
Mr. O'Prien , ” he said , “ dis feller he wass one got - tam police - spy . What he want de police for ? What he come putt in for ? He call hisself mate of de _ Pathfinder _ , by Chesus . Py Chesus , I do n't pelieve one got - tam wort he say , py Chesus . And this got - tam yarn about a got - tam sting - ray . You see , fellers , he iss a spy . Dat 's what dis feller is : a spy .	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ - _ _ _ _ _ _ _ _ _
the women on this earth jealous , Sonia Danidoff , good sirs , is preoccupied simply and solely because she is ... bored ! Nay , do not protest ; it is not that your society has displeased her ! But Sonia , I know , finds life flat , stale and unprofitable ; Sonia dreams of a great passion , of romantic love , such love as is hardly to be found in our times , such as she has hardly a chance of inspiring . And so Sonia is profoundly homesick . Now you are fairly warned !	, sirs , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , a , because she is displeased a , because of the a , a , a , because of the a , a , a , because of
"either , if I could ' ve helped it . """""""" """""""" But this business -- I never meant you to be in it , """""""" Farrel said bitterly . """""""" I never meant to be in it myself , Davey . Circumstances were too strong for me . A drowning man clutches a straw , they say . """""""" Deirdre had ridden to the valley . She had watched the mob go out across the plains , watched until men , cattle , horses and dogs , a moving blur in the mists , disappeared altogether , and the"	""""""""" """""""" """""""" , """""""" sagte Davey bitterly , """""""" , """""""" , """""""" , """""""" , """""""" , """""""" , """""""" , """""""" , """""""" , """""""" , """""""" , """""""" , """""""" , """""""" , """""""""" , """""" , """""" , """""""" , """""" , """""""" """""""" """""" , """""""" """""""" """""""" """""""" """""""" """""""""
room , they asked me how I felt after my night 's escapade , and grinned a little when I told them I was a little sore . Then as we seated ourselves at the table , I told them of the visit of the chief and of the finding of the dagger . They made hardly any comment , though Ranville said he wanted to have a look at the weapon . During the lunch they told me about the funeral . Not only had it been largely attended , but there had never been so many famous men	Während der Nacht fragte er mich , ob ich es wünschte, ob ich es wünschte, ob ich es wünschte, ob ich es wünschte, ob ich es wünschte, ob ich es wünschte, ob ich es wü
took place ; my investigation has enabled me to find many who can vouch for it , amongst other witnesses the Princess Sonia Danidoff . I do not dispute it , but you miss one point , Monsieur le Ministre , and that is that when the two men made a pretence of going into the park to settle their difference arms in hand , both wore the sinister black cowl , and could not therefore be recognized , and that in consequence there is nothing to justify our alleging that the man who was with the unfortunate Joffre was	Sonia Ministre hat es nicht geschafft , es zu rechtfertigen , aber es hat mir geholfen, es zu rechtfertigen , dass es in unserem Park zwei Männer gab , die schwarz trugen , und es hat mir geholfen, es zu rechtfertigen .
". Wait an ' see what happens to - morrow . ' Twill be time enough then . You 're tired , sweetheart . Stay here an ' rest to - night . What do you say , Bob ? """""""" """""""" I think it would be much wiser . """""""" """""""" Course ' twould , """""""" nodded Willie . """""""" You stay right here , like as if nothin' had happened , an ' think calmly about it a little while , child . You ai n't got to decide a thing at present ; furthermore , there may"	""""""""" """""""" You ai n't got nothing to say , Willie , """""""" Bob nodded calmly . """""""" You ai n't got nothing to say , Willie , """""""" he said . """""""" You ai n't got nothing to say , """""""" Willie nodded . """""""" You ai n't got nothing to do ."
-- so many yards of material , and so many golden butterflies to the yard ! You might count the number of sparkling points upon her jet slippers , or trace the intricate designs upon her almost transparent stockings -- only there was an inch or two of the stockings which you could not see . Peter watched these gorgeous divinities emerge from the elevators , and sweep their way into the dining - room beyond . Some people might have been shocked by their costumes ; but to Peter , who had the picture of Mount Olympus in mind	- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
kind of language can a body expect , you hanging around show - boat riff - raff . ” Magnolia would not be cheated of her dénouement . “ But did he ? Did he shoot it off , or did he fix it , or what ? What did he do ? ” “ He set it , all right . They gave him his twenty - five and told him to get the h — — out of there , and he got . But they had to get the boat out — the towboat they 'd saved	— — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — —
other passengers as they filed across the narrow gangplank . “ Just thought I 'd remind you , case of trouble . You know how Vallon is . ” Vallon had said , briefly , later , “ That 's all right , Gay . But by this time to - morrow evening — — ” He had eyed Ravenal 's raiment with a comprehending eye . “ Cigar ? ” The weed he proffered was slim , pale , and frayed as the man who stood before him . Gaylord Ravenal 's jangling nerves ached for the solace of	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
trailed off on the question as he studied his boot - toe attentively . She smiled as she laid a brown hand on his arm , thereby causing him much nervous disquietude . “ Come back before you go -- er -- Ezekiel”--Big French started pleasurably at the sound of his Christian name--“and if I have bethought me of aught we need from Tiptree , I will be glad if you will get it for me , ” she said . Big French took the hand that was resting on his sleeve in one big fist and his other arm	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
was much to admire in this extraordinary woman . Rhodes and I turned and examined the body , now lying quite still . It was that of a big cat . Strictly speaking , it was not , I suppose , a cat ; it was not like anything that we had even seen or heard of . But a cat I shall call it , not knowing what other word to use . The head was long and of an aspect strikingly , repulsively snake - like . So was the neck . This reptilian resemblance was enhanced by	. - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - .
again . I understand that you box , Mr. Harker ? I think that I used to see you box when we went to Auckland that time . ” “ Yes , sir , I used to box a little . ” “ Steward , will you have the goodness to set out my shore - suit presently ? I shall go ashore after coffee after dinner with Mr. Harker . ” “ Very good , Captain Cary . ” “ You will explain the different blows to me , Mr. Harker . I have never boxed , myself ,	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
At this final affront they bolted , and for the next fifteen minutes Magnolia clutched the little iron rod at the end of the seat with one hand and clung to her hat with the other as the outraged horses stretched their length down the rutty country road , eyes flaming , nostrils distended , hoofs clattering , the light high cart rocking and leaping behind them . Ravenal 's slender weight was braced against the footboard . The veins in his wrists shone blue against dead white . With a tearing sound his right sleeve ripped from his coat	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
, glass - enclosed pilot house high above the rest of the boat and reached by the ultimate flight of steep narrow stairs . From this vantage point you saw the turbulent flood of the Mississippi , a vast yellow expanse , spread before you and all around you ; for ever rushing ahead of you , no matter how fast you travelled ; sometimes whirling about in its own tracks to turn and taunt you with your unwieldy ponderosity ; then leaping on again . Sometimes the waters widened like a sea so that one could not discern the	. . . . . . . . . . . .
Mrs. Godd , with the addition that she respected her own social position ; she did not make the mistake of treating Peter as an equal , and so it did not occur to Peter that he might settle down permanently in her home . Her purpose was to tell Peter that she had heard of his lecture about the Red menace , and that she was chairman of the Board of Directors of the Lady Patronesses of the Home for Disabled War Veterans in American City , and she wanted to arrange to have Peter deliver this lecture to	, daß er es nicht wünschte, daß er es nicht wünschte, daß er es nicht wünschte, daß er es nicht wünschte, daß er es nicht wünschte, daß er es nicht wünschte, daß er es nicht wünschte
". """""""" As a matter of fact , the Tele - motor - coasters would not be possible were it not for the metallic streets . The flat spring which trails on the street between the two rear wheels must make continuous contact with the metallic ' ground , ' else the current can not flow . """""""" """""""" But where does the current come from ? """""""" asked the girl . """""""" You have perhaps noticed already the white slender posts at the edge of the sidewalk , and on their tops umbrella - like insulators which carry a"	""""""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""" , """" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""" """""""" """""""" """""""" """""""" """""""" """""""" """""""""" """""""""""" """""""""" """""""" """""""""" """""""""" """""""""""
. He clawed like a furious little monkey — always the sign of mental disturbance in him . “ No more scum than your own husband , Mrs. Hawks , ma'am . I used to be with a show - boat troupe myself . ” “ Pilot , yes . ” “ Pilot be damned . ” He was up now and capering like a Quilp . “ Actor , Mrs. Hawks , and pretty good I was , too , time I was seventeen or eighteen . You ought to've seen me in the after - piece . Red	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
of their infantile curves , she looked at that moment startlingly like her grandmother , Parthenia Ann Hawks . They followed Sister Cecilia into the chapel . Magnolia shivered a little . In giving Kim a convent education it was not in Magnolia 's mind to prepare her for those Sunday theatrical page interviews beginning , “ I was brought up by the dear Sisters in the Convent . ” For that matter , the theatre as having any part in Kim 's future never once entered Magnolia 's mind . Why this should have been true it is difficult	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
heard giving commands which he , most of all , knew he had no right to give . The pilot only was to be obeyed under such conditions . The crew understood this , as did the pilot . It was , in fact , a legend that more than once in a crisis Captain Andy on the upper deck had screamed his orders in a kind of dramatic frenzy of satisfaction , interspersing these with picturesque and vivid oaths during which he had capered and bounced his way right off the deck and into the river , from which	, er screamed , er screamed , er screamed , er screamed , er screamed , er screamed , er screamed , er screamed , er screamed , er screamed , er screamed , er screamed , er , a river , in which he
quickest in the end . Here 's the boss ; he 'll tell you the same . ” The boss came in with a demijohn and funnel ; he had been doctoring cider with red pepper to serve as whisky for the later drinks of the evening . He was a very tall , fair - haired , sandy - moustached man , with a cold and evil blue eye . He carried a gun in front as well as one in a hip pocket . He nodded at the train - hand and cast an eye over Sard .	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
the _ Cotton Blossom _ , as befitted his high accomplishments . No one ever dreamed of opposing him except Parthy . He was slovenly of person , careless of habit . These shortcomings Parthy undertook to correct early in her show - boat career . She met with defeat so prompt , so complete , so crushing as to cause her for ever after to leave him unmolested . Windy had muddy boots . They were , it seemed , congenitally so . He would go ashore in mid - afternoon of a hot August day when farmers for	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .
"in a pleasant , homey voice with a trace of Mid - Western flatness , """""""" I wondered when you would be in to see me again . The stars being mean to you ? Or is it another woman ? """""""" """""""" Let 's see , """""""" I stalled , """""""" when was the last time I consulted you ? """""""" She cackled . """""""" Young man , you 've been comin ' to see me , off and on , the last ten years . Last time was in March . That was about the red - head"	""""""""" """""""" Let me see you , """""""" cackled the woman , """""""" """""""" That 's the last time I saw you , """""""" I wondered . """""""" The last time I saw you , """""""" I said , """""""" was when I was ten years old ."
his blow ; the Carib slipped aside , recovered , rushed and sent Ben flying through the ropes , off the platform , into his seconds ' arms . The negroes rose and yelled and sang ; knives and revolvers came out on to the laps of the whites . The referee counted five very slowly while Ben climbed back into the ring . The Carib rushed : Ben stopped him : got into a clinch with him : refused to break : hung on to him : wore through the round with him hanging on his shoulder , while	: ' Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben , Ben he a , a clinch into the , while he climbed into the a
"a miraculous recovery and could come home tomorrow . I had them send word to the Club to tell you . And Mrs. Tompkins , as I said , forgot to eat her apple . """""""" I looked at her . This was a cue . I must n't miss it . """""""" And the doctor did n't keep away ? """""""" I asked . """""""" Him ? I should say not ! Mrs. Tompkins felt quite unsettled right after lunch and phoned Dr. Rutherford to come over . He 's with her now , upstairs , giving her an"	". """""""" """""""" , """""""" sagte er . """""""" I must n't eat it , """""""" he said . """""""" I must n't eat it , """""""" he said . """""""" Mrs. Rutherford , I must n't eat it , """""""" he said . """""""" I felt quite unsettled ."
"paper - covered room with two little white beds in it that she began to understand this . She gazed at the room , she had never seen anything like it , with its white covers , little cupboard with a mirror on it , and papered walls spread with red and brown flowers . """""""" You must wash your face and hands , and feet , Deirdre , """""""" Mrs. Cameron said , """""""" and then I 'll bring you a pair of Davey 's shoes and stockings to wear until I can get others for you . """""""""	""""""""" Deirdre , """""""" she said , """""""" I must never see you again , Davey , """""""" she said , """""""" I must never see you again , Davey ."
swamp , but I could see nothing there . Then , remembering that the ground rose to a pasture at my left , I carefully started in that direction . And then , after I had taken one step , my foot slipped upon a branch , and as the branch rolled over , I fell into the bushes with a crash . I was not hurt , but at the sound of my fall the flashlight was suddenly extinguished . For a second I lay still , then , knowing there was no use to keep silent , arose	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
The cold made it necessary to turn on the heat in the enclosed cab . In the distance , just ahead there shortly appeared a brilliant spot of light suspended in the dark sky , which quickly increased in size as they approached . From a distance it appeared like an enormous hemisphere with the flat side facing the earth below . As they drew close , they could see that it was a great city suspended in the air apparently covered with a transparent substance , just as if a toy city had been built on a dinner plate	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
fish ? ” he enquired . Hal nodded . Joe looked at him in astonishment . “ Why , lad , you do n't go thinking o ' that now , surely ? ” he said . Hal clinked the coins together and looked round the kitchen ruefully . “ I could n't give her aught then -- but now -- if only---- ” His voice trailed off and ceased . Joe shifted uneasily in his seat . “ Do n't think on it , lad , do n't think on it , ” he advised . Hal laughed bitterly	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
What do you want , steward ? _ Paggy _ : He wants to be paid for his vinos . _ Crockums _ : How much for your vinos ? Combien de money ? _ The waiter _ : Tres pesetas . _ Crockums _ : Tres pese . . . ? tres pesetas ? _ The waiter _ : Si quiere usted . _ Crockums _ : Who the hell are you calling a keeairy usted ? Hold my coat , Paggy . I 'll have this blighter 's blood . Here Huskisson interfered again , saying that the	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
his pocket , and that the conspirators wanted him to come in on their scheme . That was all , except for three or four sentences or fragments of sentences which Peter had overheard between Joe Angell and Jerry Rudd . Nell made him learn these sentences by heart , and she insisted that he must not under any circumstances try to remember or be persuaded to remember anything further . At last Peter was adjudged ready for the ordeal , and went to Room 427 in the American House , and threw himself on the bed . He was	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
"'s beginnin ' to tow the thing out of the fog now into clear water . """""""" """""""" It 's quite a scheme , """""""" observed Snelling , with an assumed nonchalance . """""""" How did you happen on it ? """""""" """""""" Them idees just come to me , """""""" was the ingenuous reply . """""""" Some brains , like some gardens , grow one thing , some another . Mine seems to turn out stuff like this . """""""" """""""" It 's pretty good stuff . """""""" """""""" It 's a lot of bother to me sometimes ,"	""""""""" """""""" It 's a lot of stuff , """""""" he observed , """""""" """""""" It 's a lot of stuff , """""""" he said , """""""" it 's a lot of stuff , """""""" """""""" It 's a lot of stuff , """""""" he said . """""""" It 's a lot of stuff , """""" """""" """""" , """""""" , """""""" """""" """""" """""" """""""
adventure and romance and fulfilment was bound up in the rivers . Their willow - fringed banks framed her world . The motley figures that went up and down upon them or that dwelt on their shores were her people . She knew them ; was of them . The Mississippi had her as surely as it had little Andy Hawks . “ Well , we 're talking about it , ai n't we ? ” Mrs. Hawks now demanded . “ I mean — the repairs are going to be quite expensive . She 'll be laid up for	— — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — —
those ‘ Anani ' and that sort of thing . ” I had found the paper by Warren 's body . The letters had puzzled us at the time , but we had paid very little attention to them . Just what they meant , I had not known nor any one else . But Ranville had placed the paper in his pocket , and then apparently forgotten all about it . Now , in reaching into his pocket , he had found it ; and the fact he had forgotten all about it had put him in a decidedly	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
keen cold eyes , her abundant hair scarcely touched with gray , was now a well - known and important figure on the rivers . She ran her boat like a pirate captain . He who displeased her walked the plank . It was said that the more religious rivermen who hailed from the Louisiana parishes always crossed themselves fearfully at her approach and considered a meeting with the _ Cotton Blossom _ a bad omen . The towering black - garbed form standing like a ship 's figurehead , grim and portentous , as the boat swept downstream ,	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
expected them to bellow . They jostled on in myriads till all the lower slopes of the mountains were blotted out . Soon a sea of mist washed all about those miles of Sierras ; the peaks stood out of this sea like islands . “ If that sea rises , ” Sard thought , “ I shall be drowned up here . I must move while I have light . ” He had his direction from the sun . He pushed on , now up , now down , over snow of every degree of rottenness . He had	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
a bank of seaweed . “ Here 's Win , ” he said softly as he fumbled in his ragged clothes and brought out the kitten , now quite dry but very sleepy , and hugged it up to his neck . “ If we had money would n't we eat a lot and be happy ? ” He squeezed the kitten a little harder and the unhappy animal squealed sleepily . Red laughed . “ Yes , ” he said , “ I think so , too . ” There was silence for a few minutes save for the	, ” he laughed softly . “ Yes , ” he said softly , “ I think it 's a lot of money , ” and fumbled for a few minutes as he squeezed it up for the bank .
espy under the shadow of the trees some suspicious figure , some symptom of unknown danger . Ascott was shown in by a footman to the grand duchess 's apartments . The Englishman appeared , his features drawn with anxiety , his limbs twitching in uncontrollable excitement . With a hurried bow , he sank into a chair . “ Excuse me , madam , ” he stammered ; then going straight to the point , he asked : “ Tom Bob is here , is he not ? Oh ! I beseech you , tell me ; I _	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ , _ _ _
laughed . “ She shall marry thee -- and by a priest you bring -- ha -- ha ! ” Blueneck had never seen his captain blush before and he now regarded the little Spaniard with great interest . The usually sallow skin was stained with a vermilion as he turned on the woman in anger . “ Keep to your promise then and be silent , ” he said softly , “ or by Heaven I 'll blow your pig - sty of a rat - ridden hulk off the Island . ” The woman looked at him ,	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
"not have spelled welcome in that look . Peter , advancing his neck around the corner until one eye met that of his master , withdrew it hastily . """""""" Well , what is it ? """""""" came from the laboratory , in an irritated harsh voice . Peter , in the act of retreating on tiptoe , turned , and once more cocked a solitary eye around the door - jamb . This one feature had the beseeching look of a dog trying to convey by his expression that not for worlds would he have got in the way"	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
