orig	translated
"wonderful moment that was when Man , the master , first appeared on face of earth . How did the beasts and the seas and the winds feel about it , I asked . Did they laugh at this fellow , the most helpless of all things , setting out to conquer all things ? Did the beasts pursue him till he made bow and arrow and the seas defy him till he rafted their waters and the winds blow his house down till he dovetailed his timbers ? That was the child 's way of asking a very old question -- Was Man the sport of the elements , the plaything of all the cruel , blind gods of chance ? Now , the position was reversed . Now , I learned how the Man must have felt when he set about conquering the elements , subduing land and sea and savagery . And in that lies the Homeric greatness of this vast , fresh , New World of ours . Your Old World victor takes up the unfinished work left by generations of men . Your New World hero begins at the pristine task . I pray you , who are born to the nobility of the New World , forget not the glory of your heritage ; for the place which God hath given you in the history of the race is one which men must hold in envy when Roman patrician and Norman conqueror and robber baron are as forgotten as the kingly lines of old Egypt . Fifty ton was our craft , with a crazy pitch to her prow like to take a man 's stomach out and the groaning of infernal fiends in her timbers . Twelve men , our crew all told , half of them young gentlemen of fortune from Quebec , with titles as long as a tilting lance and the fighting blood of a Spanish don and the airs of a king 's grand chamberlain . Their seamanship you may guess . All of them spent the better part of the first weeks at sea full length below deck . Of a calm day they lolled disconsolate over the taffrail , with one eye alert for flight down the companionway when the ship began to heave . """""""" What are you doing back there , La Chesnaye ? """""""" asks M. de Radisson , with a quiet wink , not speaking loud enough for fo'castle hands to hear . """""""" Cursing myself for ever coming , """""""" growls that young gentleman , scarce turning his head . """""""" In that case , """""""" smiles Sieur Radisson , """""""" you might be better occupied learning to take a hand at the helm . """""""" """""""" Sir , """""""" pleads La Chesnaye meekly , """""""" ' tis all I can do to ballast the ship below stairs . """""""" """""""" ' Tis laziness , La Chesnaye , """""""" vows Radisson ."	""""""""" """""""" Was tis ? """""""" he asked . """""""" Was tis ? """""""" """""""" Was tis ? """""""" he asked . """""""" Was tis ? """""""" """""""" Was tis ? """""""" """""""" Was tis ? """""""" """""""" """""""" Was tis ? """""""" """""""" """""""" """""""" """""""" """""""" """""""" """""""" Was tis , """""""" he asked . """""""" Was tis , """""""" he asked . """""""" Was tis , """""""" he asked . """""""" Was tis tis , """""""" he asked . """""""" How tis tis tis tis , """""""" he asked . """""""" Was tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis tis . """""""" """""""" """""""" Was tis tis , """""""" he asked . """""""" Was tis tis , """""""" he asked . """""""" Was tis tis tis , """""""" he asked . """""""" Was tis tis a kingly ? """""""" """""""" """""""" Was tis a king of the seas , """""""" he asked . """""""" Was tis a king of the seas"
"de Vlaye himself . As far as others were concerned , Father Benet 's coarse , plump face , albeit less ruddy than ordinary , was warrant enough to avert both suspicion and inquiry . But thence onwards they walked in full view not only of the lounge upon the ramparts which the Captain of Vlaye most affected at the cool hour , but of a dozen lofty casements from any one of which an officious sentry or a servant might mark their approach and pass word of it . Father Benet pursued this path as one under fire . The sun was low , but at its midday height it had not burned the stout priest more than the fancied fury of those eyes . The sweat poured down his face as he climbed and panted and crossed himself in a breath . """""""" Believe me , you are better here than in the bishop 's prison , """""""" his companion said , to cheer him . """""""" But he will see us from the ramparts , """""""" he groaned , not daring to look up and disprove the fact . """""""" He will see us ! He will meet us at the gate . """""""" """""""" Then it will be my affair , """""""" the Abbess answered . """""""" We are mad -- stark , staring mad ! """""""" he protested . """""""" You were madder to go back , """""""" she said . He looked at her viciously , as if he wished her dead . Fortunately they had reached the narrow defile under the bridge , and a feverish longing to come to an end of the venture took place of all other feelings in the priest 's breast . Doggedly he panted up the Tilt Mound , as it was called , and passed three or four groups of troopers , who were taking the air on their backs or playing at games of chance . Thence they crossed the drawbridge . The iron - studded doors , with their clumsy grilles , above which the arms of the old family still showed their quarterings , stood open ; but in the depths of the low - browed archway , where the shadows were beginning to gather , lounged a dozen rogues whose insolent eyes the Abbess must confront . But she judged , and rightly , that the priest 's company would make that easy which she could not have compassed so well alone , though she might have won entrance . The men , indeed , were surprised to see her , and stared ; some recognised her with respect , others with grins half - knowing , half - insolent . But no one stepped forward or volunteered to challenge her entrance . And although a wit , as soon as her back was turned , hummed """""""" Je suis amoureuse , Malheureuse , J'ai perdu mon galant ! """""""" and another"	""""""""" """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" he said . """""""" Je suis amoureuse , """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said . """""""" I am mad , """""""" he said , """""""" I am mad ,"
"I have never felt anything more painful than those conflicting emotions . """""""" It is a long way from here to Antinea 's apartments . I must have been very sound asleep not to have noticed when they brought me back -- for they have brought me back . """""""" I stopped trying to think it out . My head ached too much . """""""" I must have air , """""""" I murmured . """""""" I am roasting here ; it will drive me mad . """""""" I had to see someone , no matter whom . Mechanically , I walked toward the library . I found M. Le Mesge in a transport of delirious joy . The Professor was engaged in opening an enormous bale , carefully sewed in a brown blanket . """""""" You come at a good time , sir , """""""" he cried , on seeing me enter . """""""" The magazines have just arrived . """""""" He dashed about in feverish haste . Presently a stream of pamphlets and magazines , blue , green , yellow and salmon , was bursting from an opening in the bale . """""""" Splendid , splendid ! """""""" he cried , dancing with joy . """""""" Not too late , either ; here are the numbers for October fifteenth . We must give a vote of thanks to good Ameur . """""""" His good spirits were contagious . """""""" There is a good Turkish merchant who subscribes to all the interesting magazines of the two continents . He sends them on by Rhadamès to a destination which he little suspects . Ah , here are the French ones . """""""" M. Le Mesge ran feverishly over , the tables of contents . """""""" Internal politics : articles by Francis Charmes , Anatole Leroy - Beaulieu , d'Haussonville on the Czar 's trip to Paris . Look , a study by Avenel of wages in the Middle Ages . And verse , verses of the young poets , Fernand Gregh , Edmond Haraucourt . Ah , the resumé of a book by Henry de Castries on Islam . That may be interesting .... Take what you please . """""""" Joy makes people amiable and M. Le Mesge was really delirious with it . A puff of breeze came from the window . I went to the balustrade and , resting my elbows on it , began to run through a number of the _ Revue des Deux Mondes _ . I did not read , but flipped over the pages , my eyes now on the lines of swarming little black characters , now on the rocky basin which lay shivering , pale pink , under the declining sun . Suddenly my attention became fixed . There was a strange coincidence between the text and the landscape . """""""" In the sky overhead were only light shreds of cloud , like bits of white ash floating up from burnt -"	", """""""" he murmured . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he murmured . """""""" """""""" Not , sir , """""""" he said . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he cried . """""""" Take me , """""""" he cried . """""""""" Take me , """""""" he cried . """""""" I am delirious , """""""" he murmured . """""""" Take me , """""""" he cried . """""""" I am a good man , """""""" he said . """""""" Not a good man , """""""" he said . """""""" Not a good man , """""""" he said . """""""" Not a good man , """""""" he said . """""""" Not a good man , """""""" he said . """""""" Not a good man , """""""" he said . """""""" Not a good man , """""""" he said . """""""" Not a good man , """""""" he said . """""""" Not a good man , """""""" he said . """""""" Not a good man , """""
His overwhelming egotism would not admit for a moment that in ingenuity and pluck the Scarlet Pimpernel and his English followers could outdo him , but he did wish to make quite sure that they would not interfere with him in the highly remunerative work of saving the Dauphin . Heron 's impatient call roused him from these meditations . The little party had come to a halt outside a massive iron - studded door . At a sign from the chief agent the soldiers stood at attention . He then called de Batz and the lanthorn - bearer to him . He took a key from his breeches pocket , and with his own hand unlocked the massive door . He curtly ordered the lanthorn - bearer and de Batz to go through , then he himself went in , and finally once more re - locked the door behind him , the soldiers remaining on guard on the landing outside . Now the three men were standing in a square antechamber , dank and dark , devoid of furniture save for a large cupboard that filled the whole of one wall ; the others , mildewed and stained , were covered with a greyish paper , which here and there hung away in strips . Heron crossed this ante - chamber , and with his knuckles rapped against a small door opposite . “ Hola ! ” he shouted , “ Simon , mon vieux , tu es la ? ” From the inner room came the sound of voices , a man 's and a woman 's , and now , as if in response to Heron 's call , the shrill tones of a child . There was some shuffling , too , of footsteps , and some pushing about of furniture , then the door was opened , and a gruff voice invited the belated visitors to enter . The atmosphere in this further room was so thick that at first de Batz was only conscious of the evil smells that pervaded it ; smells which were made up of the fumes of tobacco , of burning coke , of a smoky lamp , and of stale food , and mingling through it all the pungent odour of raw spirits . Heron had stepped briskly in , closely followed by de Batz . The man Dupont with a mutter of satisfaction put down his lanthorn and curled himself up in a corner of the antechamber . His interest in the spectacle so favoured by citizen Heron had apparently been exhausted by constant repetition . De Batz looked round him with keen curiosity with which disgust was ready enough to mingle . The room itself might have been a large one ; it was almost impossible to judge of its size , so crammed was it with heavy and light furniture of every conceivable shape and type . There was a monumental wooden bedstead in one	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
want to know . ” She was struck by the change in his face , the quietness of his tone was ominous . “ Am I meant to understand ? ” she said dubiously “ because I do n't in the least . It seems to me that have told you nothing . I can not imagine what Mr. Brott and you have in common . ” “ If your invitation to lunch still holds good , ” he said , “ may I accept it ? Afterwards , if you can spare me a few minutes I will make things quite clear to you . ” She laughed . “ You will find , ” she declared , “ that I shall leave you little peace for luncheon . I am consumed with curiosity . ” CHAPTER XV Nevertheless , Mr. Sabin lunched with discretion , as usual , but with no lack of appetite . It chanced that they were alone . Lord Camperdown was down in the Midlands for a day 's hunting , and Helene had ensured their seclusion from any one who might drop in by a whispered word to the hall porter as they passed into the house . It seemed to her that she had never found Mr. Sabin more entertaining , had never more appreciated his rare gift of effortless and anecdotal conversation . What a marvelous memory ! He knew something of every country from the inside . He had been brought at various times during his long diplomatic career into contact with most of the interesting people in the world . He knew well how to separate the grain from the chaff according to the tastes of his listener . The pathos of his present position appealed to her irresistibly . The possibilities of his life had been so great , fortune had treated him always so strangely . The greatest of his schemes had come so near to success , the luck had turned against him only at the very moment of fruition . Helene felt very kindly towards her UNCLE as she led him , after luncheon , to a quiet corner of the winter garden , where a servant had already arranged a table with coffee and liqueurs and cigarettes . Unscrupulous all his life , there had been an element of greatness in all his schemes . Even his failures had been magnificent , for his successes he himself had seldom reaped the reward . And now in the autumn of his days she felt dimly that he was threatened with some evil thing against which he stood at bay single - handed , likely perhaps to be overpowered . For there was something in his face just now which was strange to her . “ Helene , ” he said quietly , “ I suppose that you , who knew nothing of me till you left school , have looked upon me always as a	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
his very delicacy of thought as he built up a screen to divide the squalid room in two , proved him to be singularly inefficient for the task of a watchful jailer . When the four chairs appeared fairly steady , and in comparatively little danger of toppling , he dragged the paillasse forward and propped it up against the chairs . Finally he drew the table along , which held the cracked ewer and basin , and placed it against this improvised partition : then he surveyed the whole construction with evident gratification and delight . “ There now ! ” he said , turning a face beaming with satisfaction to Marguerite , “ I can continue my prayers on the other side of the fortress . Oh ! it is quite safe ... ” he added , as with a fearsome hand he touched his engineering feat with gingerly pride , “ and you will be quite private .... Try and forget that the old abbe is in the room .... He does not count ... really he does not count ... he has ceased to be of any moment these many months now that Saint Joseph is closed and he may no longer say Mass. ” He was obviously prattling on in order to hide his nervous bashfulness . He ensconced himself behind his own finely constructed bulwark , drew a breviary from his pocket and having found a narrow ledge on one of the chairs , on which he could sit , without much danger of bringing the elaborate screen onto the top of his head , he soon became absorbed in his orisons . Marguerite watched him for a little while longer : he was evidently endeavouring to make her think that he had become oblivious of her presence , and his transparent little manoeuvers amused and puzzled her not a little . He looked so comical with his fussy and shy ways , yet withal so gentle and so kindly that she felt completely reassured and quite calm . She tried to raise herself still further and found the process astonishingly easy . Her limbs still ached and the violent , intermittent pain in her head certainly made her feel sick and giddy at times , but otherwise she was not ill . She sat up on the paillasse , then put her feet to the ground and presently walked up to the improvised dressing - room and bathed her face and hands . The rest had done her good , and she felt quite capable of co - ordinating her thoughts , of moving about without too much pain , and of preparing herself both mentally and physically for the grave events which she knew must be imminent . While she busied herself with her toilet her thoughts dwelt on the one all - absorbing theme : Percy was in Boulogne , he knew that she was here , in prison , he	... he drew himself up , drew himself up , drew himself up , drew himself up , drew himself up , drew himself up , drew himself up , drew himself up , drew himself up , drew himself up , drew himself up , drew himself up , drew himself up , drew himself , and he sat down on the breviary , and he sat down on the ewer . He sat on the squalid , oblivious to the danger of the toppling of the ewer . He sat on the squalid , oblivious to the danger of the toppling of the ewer , and he drew himself up on the squalid , oblivious to the toppling of the ewer . He drew himself up , and he drew himself up . He drew himself up , drew himself up , and he drew himself up , and he drew himself up . He drew himself up , and then he drew himself up , and he sat down on the ledge . He drew himself up , and he drew himself up , and he sat down on the ewer . He drew himself up , and he sat down , oblivious , oblivious , oblivious , oblivious to the danger . He drew himself up , and he drew himself up , and sat down on a squalid , oblivious , oblivious , oblivious , oblivious , oblivious , oblivious . He drew himself up , and he drew himself up on the ledge . He drew himself
"Dear boy , he has not changed one bit ! """""""" """""""" You never told us , Peter , """""""" said the canon , huskily . """""""" I did n't want a fuss , """""""" Peter said , very simply , """""""" so I just got the newspaper chap to cork it down about my being shot in the arm , without any details . It had to be amputated first thing , as a matter of fact . """""""" """""""" It has given your aunt Georgina and me a terrible shock , """""""" said Lady Belstone , faintly . """""""" You ca n't expect a fellow who has been invalided home to turn up without a single scratch , """""""" said Peter , in rather surly tones . """""""" How like his father ! """""""" said Miss Crewys . """""""" Besides , you know very well my mother would have tormented herself to death if I had told her , """""""" said Peter . """""""" I want her to see with her own eyes how perfectly all right I am before she knows anything about it . """""""" """""""" It was a noble thought , """""""" said the canon . """""""" Where is she ? """""""" demanded Peter . He seemed about to cross the hall to the staircase but the canon detained him . """""""" Ought n't some one to prepare her ? """""""" """""""" Oh , joy never kills , """""""" said Peter . """""""" She 's quite well , is n't she ? """""""" """""""" Quite well . """""""" """""""" Very well _ indeed _ """""""" said Miss Crewys , with emphasis that seemed to imply Lady Mary was better than she had any need to be . """""""" I have never , """""""" said the canon , with a nervous side - glance at Peter , """""""" seen her look so well , nor so -- so lovely , nor so -- so brilliant . Only your return was needed to complete -- her happiness . """""""" Peter looked at the canon through his newly acquired eyeglass with some slight surprise . """""""" Well , """""""" he said , """""""" I would n't telegraph . I wanted to slip home quietly , that 's the fact ; or I knew the place would be turned upside down to receive me . """""""" """""""" The people are preparing a royal welcome for you , """""""" said the canon , warmly . """""""" Banners , music , processions , addresses , and I do n't know what . """""""" """""""" That 's awful rot ! """""""" said Peter . """""""" Tell them I hate banners and music and addresses , and everything of the kind . """""""" """""""" No , no , my dear boy , """""""" said the canon , in rather distressed tones . """""""" Do n't say that , Peter , pray . You must think of _ their _ feelings , you know"	""""""""" """""""" Oh , Peter , """""""" she said , """""""" I do n't know . """""""" """""""" I do n't know . """""""" """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Miss Crewys . """""""" """""""" I do n't know , """""""" said Peter huskily . """""""" I do n't know , """""""" he said . """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" he said . """""""" I do n't know , """""""" said Peter , """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" You know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" I do n't know , """""""" said Peter . """""""" You know , """""""" said Peter . """""""" You know , """""""" said Peter . """""""" You know , """""""" said Peter ."
"coals a figure that wriggled violently and became still . An hour after the murder , to any one coming into the shed it would have looked exactly as if nothing remarkable had ever happened there . Peeping presently from his engine - room the black saw the Lord Dynamo spin and whirl beside his little brothers , and the driving wheels were beating round , and the steam in the pistons went thud , thud , exactly as it had been earlier in the evening . After all , from the mechanical point of view , it had been a most insignificant incident -- the mere temporary deflection of a current . But now the slender form and slender shadow of the scientific manager replaced the sturdy outline of Holroyd travelling up and down the lane of light upon the vibrating floor under the straps between the engines and the dynamos . """""""" Have I not served my Lord ? """""""" said Azuma - zi inaudibly , from his shadow , and the note of the great dynamo rang out full and clear . As he looked at the big whirling mechanism the strange fascination of it that had been a little in abeyance since Holroyd 's death resumed its sway . Never had Azuma - zi seen a man killed so swiftly and pitilessly . The big humming machine had slain its victim without wavering for a second from its steady beating . It was indeed a mighty god . The unconscious scientific manager stood with his back to him , scribbling on a piece of paper . His shadow lay at the foot of the monster . Was the Lord Dynamo still hungry ? His servant was ready . Azuma - zi made a stealthy step forward ; then stopped . The scientific manager suddenly ceased his writing , walked down the shed to the endmost of the dynamos , and began to examine the brushes . Azuma - zi hesitated , and then slipped across noiselessly into the shadow by the switch . There he waited . Presently the manager 's footsteps could be heard returning . He stopped in his old position , unconscious of the stoker crouching ten feet away from him . Then the big dynamo suddenly fizzled , and in another moment Azuma - zi had sprung out of the darkness upon him . First , the scientific manager was gripped round the body and swung towards the big dynamo , then , kicking with his knee and forcing his antagonist 's head down with his hands , he loosened the grip on his waist and swung round away from the machine . Then the black grasped him again , putting a curly head against his chest , and they swayed and panted as it seemed for an age or so . Then the scientific manager was impelled to catch a black ear in his teeth and bite furiously . The black"	". Then , suddenly , a thud rang out from the manager 's ear . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" Then , """""""" said Azuma , """""""" have I been slain ? """""""" he said . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said Azuma . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said Azuma . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been slain , """""""" said the manager . """""""" I have been"
my word ; for I 've broken that button ! ” Then Bert began to “ pitch himself into his clothes ” in a hurried manner , talking all the time and bemoaning the fate that made him so forgetful . When he was dressed in what he considered a proper manner , he had his friends “ look him over ” to see that he was all there ; bade them a hasty good night , and , with mandolin - case in hand , went out of the room like a shot . Finding no carriage in waiting on Chapel Street , or the neighborhood , he hurried on and was soon in a car . Suddenly it occurred to him that he was somewhat hazy as to the street - number . He thought he had written it down and had put it in his pocket , and began to search for it , until he remembered that he had just made a change of clothing . “ It was surely 113 , ” he reflected . “ Yes , that was it . ” So he alighted from the car in the neighborhood of what he supposed was the right number , and , after a search , approached a house which he had figured out must be 113 . To his amazement , it was wrapped in darkness . Not a light gleamed in it . To make sure that the house was 113 , he entered the yard , and , climbing up the steps , struck a match and looked at the number . It was 113 . “ Could it have been 131 ? ” he asked himself , and set out hastily for that number . Having reached it , he stood on the street and listened . There were lights in the house , but no sounds of merriment , such as he fancied befitted such a gathering as he expected to find . “ I 'll bet my next month 's allowance this is n't the place ! ” he groaned ; then climbed the steps and timidly pulled the bell . After a little wait the door was opened by a servant , and in answer to his inquiry he was told that Mr. Remy lived there , not Mrs. Whitlock . “ No , I ca n't tell you where the Whitlocks live , ” was the answer to his next question . “ Perhaps they can tell you at the store on the corner . ” Dashleigh began to feel desperately uncomfortable . Nevertheless , he sprinted with his mandolin across to the store on the corner . “ Which Whitlock ? ” asked the proprietor , somewhat gruffly . “ Whitlock , of Whitney Avenue . ” “ Well , there are a lot of Whitlocks on Whitney Avenue . ” Seeing a New Haven directory , Bert pulled it down and began feverishly to	. ” “ 113 , ” he began , “ is 113 , ” he said . “ 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , ” he reflected , “ 113 , 113 , 113 , ” he began . “ 113 , 113 , ” he asked , “ 113 , 113 , 113 , 113 , 113 , 113 , 131 , 113 , 113 , 113 , 113 , 113 , 113 , 131 , 113 , 113 , 131 , 113 , 131 , 113 , 113 , 131 , 113 , 113 , 131 , 113 , 131 , 113 , ” he reflected . “ 113 , 113 , 113 , 113 , ” he began . “ 113 , 113 , 113 , ” he began . “ 113 , 113 , 113 , ” he began . “ 113 , 113 , 113 , ” he began . “ 113 , 113 , 113 , 113 , 113 , ” he began . “ 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 113 , 131 , 113 , 113 , 113 , 131 , 113 , 113 , 131 , 113 , 113 
"told David all about it , and what he has to look forward to , but he says he is not afraid . And when you find someone you can love , """""""" she continued sweetly , though she had a sigh to stifle , """""""" I hope she will be someone quite unlike me , for oh , my dear , good brother , I know you need a change . """""""" Not a word said Tommy . She said , timidly , that she had begun to hope of late that Grizel might be the woman , and still he did not speak . He drew Elspeth closer to him , that she might not see his face and the horror of himself that surely sat on it . To the very marrow of him he was in such cold misery that I wonder his arms did not chill her . This poor devil of a Sentimental Tommy ! He had wakened up in the world of facts , where he thought he had been dwelling of late , to discover that he had not been here for weeks , except at meal - times . During those weeks he had most honestly thought that he was in a passion to be married . What do you say to pitying instead of cursing him ? It is a sudden idea of mine , and we must be quick , for joyous Grizel is drawing near , and this , you know , is the chapter in which her heart breaks . * * * * * It was Elspeth who opened the door to Grizel . """""""" Does she know ? """""""" said Elspeth to herself , before either of them spoke . """""""" Does she know ? """""""" It was what Grizel was saying also . """""""" Oh , Elspeth , I am so glad ! David has told me . """""""" """""""" She does know , """""""" Elspeth told herself , and she thought it was kind of Grizel to come so quickly . She said so . """""""" She does n't know ! """""""" thought Grizel , and then these two kissed for the first time . It was a kiss of thanks from each . """""""" But why does she not know ? """""""" Grizel wondered a little as they entered the parlour , where Tommy was ; he had been standing with his teeth knit since he heard the knock . As if in answer to the question , Elspeth said : """""""" I have just broken it to Tommy . He has been in a few minutes only , and he is so surprised he can scarcely speak . """""""" Grizel laughed happily , for that explained it . Tommy had not had time to tell her yet . She laughed again at Elspeth , who had thought she had so much to tell and did not know half the story ."	". """""""" """""""" Oh , Grizel , """""""" he said . """""""" Does Grizel know ? """""""" """""""" Oh , Grizel , """""""" he said . """""""" Does Grizel know ? """""""" """""""" Oh , Grizel , """""""" he said . """""""" Does Grizel know , """""""" he said . """""""" Does n't she know ? """""""" """""""" Not , """""""" he said . """""""" Does she know ? """""""" """""""" Not , """""""" he said . """""""" Does she know ? """""""" """""""" Not , """""""" he said , """""""" she thought , """""""" she said , """""""" she does n't know , """""""" he said , """""""" but she does n't know , """""""" he said , """""""" she does n't know , """""""" he said , """""""" she does n't know , """""""" he said , """""""" she does n't know , """""""" he said , """""""" she does n't know , """""""" he said , """""""" but she does n't know . """""""" """""""" Does n't she know ? """""""" """""""" Does she know , """""""" he said , """""""" she does n't know , """""""" he said , """""""" she does n't know . """""""" """""""" Does she know ? """""""" """""""" Does she know ? """""""" """""""" Not , """""""" he said , """""""" she said , """""""" she does n't"
". There was no telling what the night might bring forth , and he wanted all his strength and powers . New Athens was a beautiful city , as befitted the capitol of the richest planet in the Federation . For Simonides Four had become just that , even outstripping Terra in the wealth from her manufacturers and exports . Her shipments of ores , jewels , unusual furs , manufactured goods , precision tools and art products , as well as foodstuffs raw and processed , ran into trillions of credits every year . The great square showed plainly that some architect or city planner with a love of classic lines had been in charge here . The buildings were all modern representations of the great temples and public buildings of the Golden Age of Greece on Terra . They were widely spaced , with magnificent lawns and gardens surrounding each . Thousands of lights artfully concealed accentuated the beauty of those wonderful buildings , and Hanlon caught his breath in pleasure at his first sight of the marvelous square by night . He had thought it wonderful by day -- now he admitted without reservation that it was the most magnificent sight he had ever seen . He finally signalled a ground - cab -- New Athens had no slideways -- to go to the Bacchus . It was several blocks from the square , but each of the streets he travelled were almost as beautiful . The tavern was housed in a large though one - storied building with a pillared facade . The main room was level with a gardened terrace five steps above the street . Inside , the tavern was tastefully decorated in subdued colors . It was dimly lighted by representations of flambeaus , stuck at angles in the walls . The center of the room was occupied by dozens of tables of varying sizes , while along one side and part of the back were curtained booths . Along the other side ran an ornate bar . Hanlon made his way to the latter , and sat on one of the upholstered stools . The bar girls , he noted with interest , were revealingly costumed in pseudo - peplos of a purplish , cob - webby , silkish material . They wore no blouses , but long sashes that passed behind the neck , crossed the breasts and tied about the waist to hold up the short skirt . One of the girls came up to get his order . """""""" I 'm new on the planet , """""""" he smiled . """""""" Let me have your best native light wine . """""""" She brought him a glass filled with a sparkling , golden liquid , and waited while he took his first appreciative sip . """""""" We call it ' Golden Nectar ' , """""""" she smiled . He smacked his lips . """""""" Wonderful ! """""""" Then , as"	". """""""" """""""" Let me go , """""""" he signalled . """""""" Let me go , """""""" he smiled . """""""" Let me go , """""""" he said . """""""" Let me go . """""""" """""""" Let me go , """""""" he said . """""""" Let me go . """""""" """""""" Let me go , """""""" he thought . """""""" """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he smiled . """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he said . """""""" Let me go , """""""" he said , """""""" let me go , """""""" he said . """""""" Let me go , """""""" he said , """""""" let me go , """""""" he said . """""""" Let me go , """""""" he said , """""""" let me go . """""""" """""""" Let me go , """""""" he said , """""""" let me go , """""""" he said , """""""" let me go . """""""" Then , """""""" he said , """""""" let me go , """""""""
